title,date,tel,address,star,link
老同安小酒館,2022-08-18 01:40:17,0928914341,臺北市中正區同安街24號,4.5,https://ifoodie.tw/restaurant/5dce7a6fd6895d5360f4a3fe-%E8%80%81%E5%90%8C%E5%AE%89%E5%B0%8F%E9%85%92%E9%A4%A8
東門彈子房 ICE,2022-08-18 01:40:21,0223217883,臺北市中正區信義路二段87之4號,4.8,https://ifoodie.tw/restaurant/5bb0dcff2756dd3ce2381300-%E6%9D%B1%E9%96%80%E5%BD%88%E5%AD%90%E6%88%BF-ICE
來呷甜甜品,2022-08-18 01:40:24,0255964288,臺北市中正區延平南路11號1樓,4.5,https://ifoodie.tw/restaurant/580622fa2756dd62bb4cc004-%E4%BE%86%E5%91%B7%E7%94%9C%E7%94%9C%E5%93%81
糖品角屋,2022-08-18 01:40:27,0223077011,臺北市中正區中華路二段303巷2號,4.5,https://ifoodie.tw/restaurant/6214a1e5baf6d32f17c5378f-%E7%B3%96%E5%93%81%E8%A7%92%E5%B1%8B
Take out burger,2022-08-18 01:40:30,0223210020,臺北市中正區新生南路一段56巷6號,4.3,https://ifoodie.tw/restaurant/59ea3b572756dd291ec5d59e-Take-out-burger
大山東餅舖,2022-08-18 01:40:33,0905925909,臺北市中正區羅斯福路四段92號,4.0,https://ifoodie.tw/restaurant/5e993113d6895d12a468ff39-%E5%A4%A7%E5%B1%B1%E6%9D%B1%E9%A4%85%E8%88%96
新平洞 김밥,2022-08-18 01:40:36,0223915051,臺北市中正區信義路二段79巷16之6號,4.4,https://ifoodie.tw/restaurant/5b86b680f524680485ca535e-%E6%96%B0%E5%B9%B3%E6%B4%9E-%EA%B9%80%EB%B0%A5
ZAC ZAG 一楽炸雞 中正南陽店,2022-08-18 01:40:42,0223881588,台北市中正區南陽街21號,4.7,https://ifoodie.tw/restaurant/6250af5b873d7959db95917b-ZAC-ZAG-%E4%B8%80%E6%A5%BD%E7%82%B8%E9%9B%9E-%E4%B8%AD%E6%AD%A3%E5%8D%97%E9%99%BD%E5%BA%97
中原福州乾麵,2022-08-18 01:40:47,0223312326,臺北市中正區延平南路164號,4.3,https://ifoodie.tw/restaurant/559db89ac03a103ee86c9f23-%E4%B8%AD%E5%8E%9F%E7%A6%8F%E5%B7%9E%E4%B9%BE%E9%BA%B5
馬叔餅舖,2022-08-18 01:40:50,0223962788,臺北市中正區臨沂街67之2號,4.0,https://ifoodie.tw/restaurant/559d149bc03a103ee86c3b4a-%E9%A6%AC%E5%8F%94%E9%A4%85%E8%88%96
生活在他方 elsewhere cafe,2022-08-18 01:40:53,0233932018,臺北市中正區重慶南路三段5號,4.6,https://ifoodie.tw/restaurant/56140e142756dd484e29c970-%E7%94%9F%E6%B4%BB%E5%9C%A8%E4%BB%96%E6%96%B9-elsewhere-cafe
十二廚 (喜來登大飯店),2022-08-18 01:40:56,0223211818,臺北市中正區忠孝東路一段12號,3.7,https://ifoodie.tw/restaurant/559d4bc0c03a103ee86c5eb1-%E5%8D%81%E4%BA%8C%E5%BB%9A-(%E5%96%9C%E4%BE%86%E7%99%BB%E5%A4%A7%E9%A3%AF%E5%BA%97)
井上天丼,2022-08-18 01:40:59,0223656866,台北市中正區汀州路三段166號,4.5,https://ifoodie.tw/restaurant/621cc237781cc061561a33b6-%E4%BA%95%E4%B8%8A%E5%A4%A9%E4%B8%BC
89 LOOP Sports Bar,2022-08-18 01:41:01,0223656597,臺北市中正區羅斯福路四段134號2樓號,4.6,https://ifoodie.tw/restaurant/5ba5011223679c43c1c1bb74-89-LOOP-Sports-Bar
這一小鍋 台北誠品站前店,2022-08-18 01:41:05,0223820138,臺北市中正區忠孝西路一段47號B1F,4.4,https://ifoodie.tw/restaurant/5f47c1b42756dd2484d83d0a-%E9%80%99%E4%B8%80%E5%B0%8F%E9%8D%8B-%E5%8F%B0%E5%8C%97%E8%AA%A0%E5%93%81%E7%AB%99%E5%89%8D%E5%BA%97
珍品小館,2022-08-18 01:41:08,0223934518,臺北市中正區青島東路7之5號,4.3,https://ifoodie.tw/restaurant/624c43297cc7fc13c7f7f045-%E7%8F%8D%E5%93%81%E5%B0%8F%E9%A4%A8
點水樓,2022-08-18 01:41:11,0223123100,臺北市中正區懷寧街64號,4.1,https://ifoodie.tw/restaurant/55a5b62fc03a10241de67ccb-%E9%BB%9E%E6%B0%B4%E6%A8%93
南門鯓丼,2022-08-18 01:41:14,0930849828,臺北市中正區南昌路一段59巷37號,4.8,https://ifoodie.tw/restaurant/6077aa937cc7fc03bc8ee907-%E5%8D%97%E9%96%80%E9%AF%93%E4%B8%BC
瓦城 台北三越站前店,2022-08-18 01:41:16,0223111125,臺北市中正區忠孝西路一段66號12樓,4.0,https://ifoodie.tw/restaurant/5b55876b23679c6450148a25-%E7%93%A6%E5%9F%8E-%E5%8F%B0%E5%8C%97%E4%B8%89%E8%B6%8A%E7%AB%99%E5%89%8D%E5%BA%97
紅火食代 串燒專門店,2022-08-18 01:41:19,0963584105,臺北市中正區寧波西街1號,4.7,https://ifoodie.tw/restaurant/61cb1d41cd99576d59b05d0b-%E7%B4%85%E7%81%AB%E9%A3%9F%E4%BB%A3-%E4%B8%B2%E7%87%92%E5%B0%88%E9%96%80%E5%BA%97
老熊牛肉麵店,2022-08-18 01:41:22,0223957181,臺北市中正區南海路38之2號,4.2,https://ifoodie.tw/restaurant/559d30c4c03a103ee86c4dc2-%E8%80%81%E7%86%8A%E7%89%9B%E8%82%89%E9%BA%B5%E5%BA%97
黃石 YELLOWSTONE,2022-08-18 01:41:25,0938348259,臺北市中正區金門街34巷9之3號,5.0,https://ifoodie.tw/restaurant/62f3dfe58282872ae74c893c-%E9%BB%83%E7%9F%B3-YELLOWSTONE
黃媽媽米粉湯,2022-08-18 01:41:28,0922238529,臺北市中正區信義路二段87號,4.0,https://ifoodie.tw/restaurant/5a7b3fae2756dd1187a14b5a-%E9%BB%83%E5%AA%BD%E5%AA%BD%E7%B1%B3%E7%B2%89%E6%B9%AF
惠 Q潤餅,2022-08-18 01:41:32,0932137120,臺北市中正區臨沂街73之1號,4.5,https://ifoodie.tw/restaurant/62500448873d795a19d695bd-%E6%83%A0-Q%E6%BD%A4%E9%A4%85
龍門客棧餃子館,2022-08-18 01:41:35,0223510729,臺北市中正區林森南路61巷19號,3.9,https://ifoodie.tw/restaurant/559d1df3c03a103ee86c40df-%E9%BE%8D%E9%96%80%E5%AE%A2%E6%A3%A7%E9%A4%83%E5%AD%90%E9%A4%A8
JBA Fitness Cuisine 健吧 卡路里工廠,2022-08-18 01:41:37,0223652625,臺北市中正區羅斯福路四段50之1號1樓,4.8,https://ifoodie.tw/restaurant/6214a3d7cd9957690d2aee0b-JBA-Fitness-Cuisine-
再睡5分鐘,2022-08-18 01:41:40,0223705200,臺北市中正區南陽街24號,4.5,https://ifoodie.tw/restaurant/5edd68d8d6895d5ad2e8c010-%E5%86%8D%E7%9D%A15%E5%88%86%E9%90%98
郁坊小館,2022-08-18 01:41:43,0223311117,臺北市中正區延平南路163巷2號,4.4,https://ifoodie.tw/restaurant/559ddf0fc03a103ee86cb7eb-%E9%83%81%E5%9D%8A%E5%B0%8F%E9%A4%A8
福二漢堡製造所,2022-08-18 01:41:46,0223631212,臺北市中正區汀州路三段229號,4.0,https://ifoodie.tw/restaurant/6020b390d6895d231a95c479-%E7%A6%8F%E4%BA%8C%E6%BC%A2%E5%A0%A1%E8%A3%BD%E9%80%A0%E6%89%80
欣鍋園涮涮鍋,2022-08-18 01:41:49,0223670656,臺北市中正區和平西路一段34號,4.4,https://ifoodie.tw/restaurant/624ec9f1a62728425a1c6790-%E6%AC%A3%E9%8D%8B%E5%9C%92%E6%B6%AE%E6%B6%AE%E9%8D%8B
Best義pasta食堂,2022-08-18 01:41:52,0223702568,臺北市中正區南陽街3號,4.4,https://ifoodie.tw/restaurant/5ae893e523679c3e77d0cbfe-Best%E7%BE%A9pasta%E9%A3%9F%E5%A0%82
雞肉本家,2022-08-18 01:41:55,0223021330,臺北市中正區八德路一段82巷9弄22號,3.6,https://ifoodie.tw/restaurant/624065bc7cc7fc16d14f0ae1-%E9%9B%9E%E8%82%89%E6%9C%AC%E5%AE%B6
CAFE N°185,2022-08-18 01:41:58,0223718056,臺北市中正區博愛路185號,4.5,https://ifoodie.tw/restaurant/6240609fa627285728c3046e-CAFE-N%C2%B0185
五草車中華食館 南昌店,2022-08-18 01:42:01,0223681950,臺北市中正區南昌路二段188號,4.0,https://ifoodie.tw/restaurant/56561e6d2756dd1d7a1b03e7-%E4%BA%94%E8%8D%89%E8%BB%8A%E4%B8%AD%E8%8F%AF%E9%A3%9F%E9%A4%A8-%E5%8D%97%E6%98%8C%E5%BA%97
金雞園,2022-08-18 01:42:04,0223680698,臺北市中正區羅斯福路三段316巷8弄3之1號,3.8,https://ifoodie.tw/restaurant/559d7cebc03a103ee86c7f14-%E9%87%91%E9%9B%9E%E5%9C%92
雄記蔥抓餅,2022-08-18 01:42:07,0932948003,臺北市中正區羅斯福路四段108巷2號,4.4,https://ifoodie.tw/restaurant/5caf4d8a2756dd4c1c074ae1-%E9%9B%84%E8%A8%98%E8%94%A5%E6%8A%93%E9%A4%85
La Grotta,2022-08-18 01:42:09,0223832029,臺北市中正區中華路一段77號,4.5,https://ifoodie.tw/restaurant/57b90cd7699b6e4083cc943b-La-Grotta
Jup Jup Craft Beer Bar & Bistro 精釀啤酒餐酒館,2022-08-18 01:42:12,0223120687,臺北市中正區忠孝西路一段72之26號,4.6,https://ifoodie.tw/restaurant/58ca5b4b699b6e3f132bb5cb-Jup-Jup-Craft-Beer-B
藝奇新日本料理 ikki,2022-08-18 01:42:16,0223310200,臺北市中正區衡陽路52號,4.4,https://ifoodie.tw/restaurant/55c8ee432756dd6313d5dbb5-%E8%97%9D%E5%A5%87%E6%96%B0%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86-ikki
咕咕香酥雞蛋糕,2022-08-18 01:42:19,0936886823,臺北市中正區南陽街8號,4.0,https://ifoodie.tw/restaurant/623488bc7cc7fc3f40ed781c-%E5%92%95%E5%92%95%E9%A6%99%E9%85%A5%E9%9B%9E%E8%9B%8B%E7%B3%95
光華日式車輪餅,2022-08-18 01:42:21,0919023027,臺北市中正區八德路一段82巷16號,4.3,https://ifoodie.tw/restaurant/595f07282261395774e322ed-%E5%85%89%E8%8F%AF%E6%97%A5%E5%BC%8F%E8%BB%8A%E8%BC%AA%E9%A4%85
銀座越南餐館,2022-08-18 01:42:27,0223691733,臺北市中正區羅斯福路三段286巷4弄6號,4.2,https://ifoodie.tw/restaurant/55a5b977c03a10241de67dd6-%E9%8A%80%E5%BA%A7%E8%B6%8A%E5%8D%97%E9%A4%90%E9%A4%A8
高麗園 三創店,2022-08-18 01:42:30,0223419246,臺北市中正區市民大道三段2號9樓,4.2,https://ifoodie.tw/restaurant/5a7de35f2756dd2aefc66af7-%E9%AB%98%E9%BA%97%E5%9C%92-%E4%B8%89%E5%89%B5%E5%BA%97
petit doux．微兜 Café Bistro,2022-08-18 01:42:34,0277290009,臺北市大同區承德路一段1號1樓,4.2,https://ifoodie.tw/restaurant/5d8d6c662261391eb2cbc9a5-petit-doux%EF%BC%8E%E5%BE%AE%E5%85%9C-Caf%C3%A9-B
瓦法奇朵,2022-08-18 01:42:41,0223110215,臺北市中正區信陽街29號,4.4,https://ifoodie.tw/restaurant/559d7eb4c03a103ee86c804e-%E7%93%A6%E6%B3%95%E5%A5%87%E6%9C%B5
卡那達咖啡店,2022-08-18 01:42:44,0223217120,臺北市中正區臨沂街13巷5號,4.3,https://ifoodie.tw/restaurant/559d5185c03a103ee86c629a-%E5%8D%A1%E9%82%A3%E9%81%94%E5%92%96%E5%95%A1%E5%BA%97
Q Five 多元義式餐廳,2022-08-18 01:42:47,0223610836,臺北市中正區信陽街3號2樓,4.8,https://ifoodie.tw/restaurant/59972d2d2756dd46da6726d2-Q-Five-%E5%A4%9A%E5%85%83%E7%BE%A9%E5%BC%8F%E9%A4%90%E5%BB%B3
貳樓餐廳 Second Floor Cafe 公館店,2022-08-18 01:42:50,0223641666,臺北市中正區羅斯福路三段316巷9弄7號,4.0,https://ifoodie.tw/restaurant/559daf31c03a103ee86c9b21-%E8%B2%B3%E6%A8%93%E9%A4%90%E5%BB%B3-Second-Floor-Ca
利隆餅店,2022-08-18 01:42:52,0223952963,臺北市中正區信義路二段79巷15號,4.2,https://ifoodie.tw/restaurant/559d8272c03a103ee86c81fd-%E5%88%A9%E9%9A%86%E9%A4%85%E5%BA%97
添好運 HOYII北車站店,2022-08-18 01:42:56,0223707078,臺北市中正區忠孝西路一段36號,3.8,https://ifoodie.tw/restaurant/559d5538c03a103ee86c64cd-%E6%B7%BB%E5%A5%BD%E9%81%8B-HOYII%E5%8C%97%E8%BB%8A%E7%AB%99%E5%BA%97
松鼠Bonbon cakery& café,2022-08-18 01:42:59,0223928179,臺北市中正區臺北市忠孝東路一段108號2樓,4.6,https://ifoodie.tw/restaurant/559dbd8bc03a103ee86ca34b-%E6%9D%BE%E9%BC%A0Bonbon-cakery%26-caf
祥和蔬食精緻料理,2022-08-18 01:43:02,0223570377,臺北市中正區鎮江街1巷1號,4.5,https://ifoodie.tw/restaurant/55b958e340b5e303a1d56d0b-%E7%A5%A5%E5%92%8C%E8%94%AC%E9%A3%9F%E7%B2%BE%E7%B7%BB%E6%96%99%E7%90%86
清真黃牛肉麵館,2022-08-18 01:43:04,0223318203,臺北市中正區延平南路23號,4.1,https://ifoodie.tw/restaurant/55a680fdc03a104df53ca740-%E6%B8%85%E7%9C%9F%E9%BB%83%E7%89%9B%E8%82%89%E9%BA%B5%E9%A4%A8
Chatime日出茶太-台北天成店,2022-08-18 01:43:07,0223311899,臺北市中正區忠孝西路一段41號之1號,4.5,https://ifoodie.tw/restaurant/601aa1d9d6895d04ace4aabd-Chatime%E6%97%A5%E5%87%BA%E8%8C%B6%E5%A4%AA-%E5%8F%B0%E5%8C%97%E5%A4%A9%E6%88%90%E5%BA%97
小隱茶庵,2022-08-18 01:43:10,0223435859,臺北市中正區杭州南路一段143巷12之1號,4.3,https://ifoodie.tw/restaurant/5e63c2298c906d6e5a562b2f-%E5%B0%8F%E9%9A%B1%E8%8C%B6%E5%BA%B5
曼鯊鯊餐坊,2022-08-18 01:43:14,0223935933,臺北市中正區南昌路一段74巷6號1樓,4.5,https://ifoodie.tw/restaurant/61b36f1b828287254649157f-%E6%9B%BC%E9%AF%8A%E9%AF%8A%E9%A4%90%E5%9D%8A
錢都日式涮涮鍋 汀州直營店,2022-08-18 01:43:16,0223660755,臺北市中正區汀州路二段100號,4.3,https://ifoodie.tw/restaurant/5e9b0d062756dd608aea1f33-%E9%8C%A2%E9%83%BD%E6%97%A5%E5%BC%8F%E6%B6%AE%E6%B6%AE%E9%8D%8B-%E6%B1%80%E5%B7%9E%E7%9B%B4%E7%87%9F%E5%BA%97
友間食堂,2022-08-18 01:43:22,0988099958,台北市中正區和平西路一段14號,5.0,https://ifoodie.tw/restaurant/62296160a6272803ba73dad2-%E5%8F%8B%E9%96%93%E9%A3%9F%E5%A0%82
墨潮青蛙撞奶,2022-08-18 01:43:25,0971609759,臺北市中正區羅斯福路三段316巷１０號,3.8,https://ifoodie.tw/restaurant/5f4a64842756dd2482d867c6-%E5%A2%A8%E6%BD%AE%E9%9D%92%E8%9B%99%E6%92%9E%E5%A5%B6
抹More,2022-08-18 01:43:27,0223390035,臺北市中正區寧波西街221號一樓,4.6,https://ifoodie.tw/restaurant/5d6bd3fb2756dd2f103ac621-%E6%8A%B9More
尚家香雲南美味麵食館,2022-08-18 01:43:30,0223686231,臺北市中正區汀州路三段137號,4.3,https://ifoodie.tw/restaurant/559dd0ecc03a103ee86caed2-%E5%B0%9A%E5%AE%B6%E9%A6%99%E9%9B%B2%E5%8D%97%E7%BE%8E%E5%91%B3%E9%BA%B5%E9%A3%9F%E9%A4%A8
三時午咖哩屋,2022-08-18 01:43:33,0955698760,臺北市中正區羅斯福路四段92號,4.4,https://ifoodie.tw/restaurant/559dd247c03a103ee86caf92-%E4%B8%89%E6%99%82%E5%8D%88%E5%92%96%E5%93%A9%E5%B1%8B
龍哥無骨雞腿排,2022-08-18 01:43:35,0917943277,台北市羅斯褔路四段108巷10號,4.4,https://ifoodie.tw/restaurant/559d3f97c03a103ee86c5722-%E9%BE%8D%E5%93%A5%E7%84%A1%E9%AA%A8%E9%9B%9E%E8%85%BF%E6%8E%92
韓天閣,2022-08-18 01:43:39,0223680788,臺北市中正區羅斯福路四段78巷1弄15號1樓,4.2,https://ifoodie.tw/restaurant/55a5e717c03a102ec141562f-%E9%9F%93%E5%A4%A9%E9%96%A3
東門鵝肉攤,2022-08-18 01:43:42,0233221979,臺北市中正區臨沂街84巷3號,3.9,https://ifoodie.tw/restaurant/621f70fe7cc7fc44c1cba71e-%E6%9D%B1%E9%96%80%E9%B5%9D%E8%82%89%E6%94%A4
紅葉日式愛好燒,2022-08-18 01:43:46,0223688223,台北市中正區晉江街18巷18弄4號,3.8,https://ifoodie.tw/restaurant/559d962ec03a103ee86c8d27-%E7%B4%85%E8%91%89%E6%97%A5%E5%BC%8F%E6%84%9B%E5%A5%BD%E7%87%92
劉記四神湯,2022-08-18 01:43:49,0935682933,臺北市中正區南昌路夜市,4.4,https://ifoodie.tw/restaurant/581ccf012756dd576bc04f2d-%E5%8A%89%E8%A8%98%E5%9B%9B%E7%A5%9E%E6%B9%AF
小魯玉山東大餅,2022-08-18 01:43:52,0223564071,臺北市中正區杭州南路二段52號,4.2,https://ifoodie.tw/restaurant/5bf23522f524683a58fa9ad4-%E5%B0%8F%E9%AD%AF%E7%8E%89%E5%B1%B1%E6%9D%B1%E5%A4%A7%E9%A4%85
蘭花亭涼麵,2022-08-18 01:43:56,0223654221,臺北市中正區廈門街77之3號,4.4,https://ifoodie.tw/restaurant/559d1900c03a103ee86c3dfd-%E8%98%AD%E8%8A%B1%E4%BA%AD%E6%B6%BC%E9%BA%B5
春水堂 中正店,2022-08-18 01:43:59,0233939529,臺北市中正區中山南路21之1號,4.1,https://ifoodie.tw/restaurant/601a8e9f02935e4469fcc44a-%E6%98%A5%E6%B0%B4%E5%A0%82-%E4%B8%AD%E6%AD%A3%E5%BA%97
B-Line By A Train,2022-08-18 01:44:01,0223560010,台北市中正區忠孝東路二段104號2樓,4.6,https://ifoodie.tw/restaurant/559dc5a7c03a103ee86ca8a6-B-Line-By-A-Train
御景日本料理,2022-08-18 01:44:04,0233937717,臺北市中正區林森南路2之4號,4.5,https://ifoodie.tw/restaurant/55a644dfc03a104df53c9583-%E5%BE%A1%E6%99%AF%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86
立家粽子 逸湘齋美食,2022-08-18 01:44:07,0223930469,臺北市中正區羅斯福路一段8號,3.9,https://ifoodie.tw/restaurant/559de300c03a103ee86cbaf6-%E7%AB%8B%E5%AE%B6%E7%B2%BD%E5%AD%90-%E9%80%B8%E6%B9%98%E9%BD%8B%E7%BE%8E%E9%A3%9F
銀座杏子日式豬排 台北凱撒店,2022-08-18 01:44:10,0223112389,臺北市中正區忠孝西路一段38號B1,4.3,https://ifoodie.tw/restaurant/621353cb781cc052983a4515-%E9%8A%80%E5%BA%A7%E6%9D%8F%E5%AD%90%E6%97%A5%E5%BC%8F%E8%B1%AC%E6%8E%92-%E5%8F%B0%E5%8C%97%E5%87%B1%E6%92%92%E5%BA%97
夏慕尼新香榭鐵板燒 台北南昌店,2022-08-18 01:44:13,0223680613,臺北市中正區南昌路二段112號,4.3,https://ifoodie.tw/restaurant/5b1ac5402756dd385b19fde4-%E5%A4%8F%E6%85%95%E5%B0%BC%E6%96%B0%E9%A6%99%E6%A6%AD%E9%90%B5%E6%9D%BF%E7%87%92-%E5%8F%B0%E5%8C%97%E5%8D%97%E6%98%8C%E5%BA%97
聚北海道昆布鍋,2022-08-18 01:44:16,0223683118,臺北市中正區南昌路二段216號,4.4,https://ifoodie.tw/restaurant/56b240db2756dd3609e2ff48-%E8%81%9A%E5%8C%97%E6%B5%B7%E9%81%93%E6%98%86%E5%B8%83%E9%8D%8B
香色,2022-08-18 01:44:19,0223581819,臺北市中正區湖口街1之2號,3.9,https://ifoodie.tw/restaurant/559dbc52c03a103ee86ca27b-%E9%A6%99%E8%89%B2
晉江茶堂,2022-08-18 01:44:22,0283691785,臺北市中正區晉江街1號,4.1,https://ifoodie.tw/restaurant/559ddf3dc03a103ee86cb80f-%E6%99%89%E6%B1%9F%E8%8C%B6%E5%A0%82
八棟圓仔湯,2022-08-18 01:44:25,0223329617,臺北市中正區中華路二段309巷20號,3.8,https://ifoodie.tw/restaurant/559d4875c03a103ee86c5ce0-%E5%85%AB%E6%A3%9F%E5%9C%93%E4%BB%94%E6%B9%AF
聾啞雞蛋糕,2022-08-18 01:44:28,0982153988,臺北市大安區汀州路三段253號,4.7,https://ifoodie.tw/restaurant/559d2223c03a103ee86c4371-%E8%81%BE%E5%95%9E%E9%9B%9E%E8%9B%8B%E7%B3%95
米米珈琲 MiMi''s Cafe,2022-08-18 01:44:31,0223652366,臺北市中正區羅斯福路三段284巷15號,4.4,https://ifoodie.tw/restaurant/5a677aed2756dd60a4223160-%E7%B1%B3%E7%B1%B3%E7%8F%88%E7%90%B2-MiMi''s-Cafe
怪舒芙Monster Souffle,2022-08-18 01:44:34,0938889620,臺北市中正區羅斯福路四段136巷3號,4.6,https://ifoodie.tw/restaurant/5cac00d222613916c2981fac-%E6%80%AA%E8%88%92%E8%8A%99Monster-Souffle
丘比手作土司早午餐(Cube Brunch),2022-08-18 01:44:36,0223215838,臺北市中正區忠孝東路一段108號2樓,4.6,https://ifoodie.tw/restaurant/559dbd93c03a103ee86ca36a-%E4%B8%98%E6%AF%94%E6%89%8B%E4%BD%9C%E5%9C%9F%E5%8F%B8%E6%97%A9%E5%8D%88%E9%A4%90(Cube-Brunc
陳記京滬酒釀餅,2022-08-18 01:44:39,0919585899,臺北市中正區重慶南路一段48號,4.4,https://ifoodie.tw/restaurant/559d2a12c03a103ee86c4890-%E9%99%B3%E8%A8%98%E4%BA%AC%E6%BB%AC%E9%85%92%E9%87%80%E9%A4%85
AP203Bar 早餐了沒 台北延平A店,2022-08-18 01:44:43,0223116203,臺北市中正區延平南路88號,3.9,https://ifoodie.tw/restaurant/61610376baf6d351e1e54aef-AP203Bar-%E6%97%A9%E9%A4%90%E4%BA%86%E6%B2%92-%E5%8F%B0%E5%8C%97%E5%BB%B6%E5%B9%B3A%E5%BA%97
綠水棧,2022-08-18 01:44:46,0223415800,台北市大安區新生南路一段168-8號,4.6,https://ifoodie.tw/restaurant/562e34802756dd54d3c1a1b6-%E7%B6%A0%E6%B0%B4%E6%A3%A7
定食8爭鮮餐飲,2022-08-18 01:44:49,0223563608,臺北市中正區林森南路142號2樓,4.1,https://ifoodie.tw/restaurant/559dcbc8c03a103ee86cabf9-%E5%AE%9A%E9%A3%9F8%E7%88%AD%E9%AE%AE%E9%A4%90%E9%A3%B2
寶船日本料理,2022-08-18 01:44:51,0223223121,臺北市中正區仁愛路二段93之1號,3.9,https://ifoodie.tw/restaurant/597866ef23679c05250e5c16-%E5%AF%B6%E8%88%B9%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86
beardpapa日式泡芙工房,2022-08-18 01:44:54,0223140253,臺北市中正區北平西路3號2F,3.6,https://ifoodie.tw/restaurant/559d7049c03a103ee86c76be-beardpapa%E6%97%A5%E5%BC%8F%E6%B3%A1%E8%8A%99%E5%B7%A5%E6%88%BF
麻辣巴蕾正宗重慶酸辣粉,2022-08-18 01:44:57,0223687779,臺北市中正區汀州路三段183號,4.1,https://ifoodie.tw/restaurant/5e47fe612756dd2cb35e1710-%E9%BA%BB%E8%BE%A3%E5%B7%B4%E8%95%BE%E6%AD%A3%E5%AE%97%E9%87%8D%E6%85%B6%E9%85%B8%E8%BE%A3%E7%B2%89
臭老闆現蒸臭豆腐-本店,2022-08-18 01:45:04,0223052078,臺北市中正區中華路二段313巷6號,3.9,https://ifoodie.tw/restaurant/559d2bd7c03a103ee86c49b0-%E8%87%AD%E8%80%81%E9%97%86%E7%8F%BE%E8%92%B8%E8%87%AD%E8%B1%86%E8%85%90-%E6%9C%AC%E5%BA%97
雅竹鐵板料理,2022-08-18 01:45:08,0233932312,臺北市中正區濟南路一段9之2號,4.3,https://ifoodie.tw/restaurant/5fe3488c22613939dea98a3d-%E9%9B%85%E7%AB%B9%E9%90%B5%E6%9D%BF%E6%96%99%E7%90%86
金格食品 站前店,2022-08-18 01:45:11,0223818930,臺北市中正區忠孝西路一段66號B2,4.7,https://ifoodie.tw/restaurant/621b7bc07cc7fc70a5516925-%E9%87%91%E6%A0%BC%E9%A3%9F%E5%93%81-%E7%AB%99%E5%89%8D%E5%BA%97
林記米粉湯,2022-08-18 01:45:15,0927062639,臺北市萬華區中華路二段313巷22號,4.0,https://ifoodie.tw/restaurant/559d818bc03a103ee86c8197-%E6%9E%97%E8%A8%98%E7%B1%B3%E7%B2%89%E6%B9%AF
餵Way!,2022-08-18 01:45:18,0223675016,臺北市中正區辛亥路一段1號,4.3,https://ifoodie.tw/restaurant/61f0d07ea627286719f75d01-%E9%A4%B5Way!
Matcha One 齊東店,2022-08-18 01:45:21,0223518181,臺北市中正區齊東街53巷10號,4.3,https://ifoodie.tw/restaurant/5ffbed852261393f2f7990cc-Matcha-One-%E9%BD%8A%E6%9D%B1%E5%BA%97
頌丹樂,2022-08-18 01:45:26,0223882968,台北市中正區北平西路3號2樓近西一門,3.7,https://ifoodie.tw/restaurant/5f7d2f7e02935e77ff40c3dd-%E9%A0%8C%E4%B8%B9%E6%A8%82
N2-coffee Bike 氮氣冷萃咖啡,2022-08-18 01:45:29,0958215106,臺北市中正區信義路二段17巷10號,4.8,https://ifoodie.tw/restaurant/61ee16208282872b503a168e-N2-coffee-Bike-%E6%B0%AE%E6%B0%A3%E5%86%B7%E8%90%83%E5%92%96
捲捲人生「奶油捲專賣店」,2022-08-18 01:45:33,0223147777,台北市北平西路3號,2.5,https://ifoodie.tw/restaurant/6130e8e17cc7fc0691759e34-%E6%8D%B2%E6%8D%B2%E4%BA%BA%E7%94%9F%E3%80%8C%E5%A5%B6%E6%B2%B9%E6%8D%B2%E5%B0%88%E8%B3%A3%E5%BA%97%E3%80%8D
山田珈琲店,2022-08-18 01:45:35,0223973770,臺北市大安區羅斯福路三段283巷21弄3號1樓,4.7,https://ifoodie.tw/restaurant/572645682756dd6742e65cd0-%E5%B1%B1%E7%94%B0%E7%8F%88%E7%90%B2%E5%BA%97
勝博殿,2022-08-18 01:45:38,0223710828,臺北市中正區忠孝西路一段66號12樓,4.1,https://ifoodie.tw/restaurant/559d3f34c03a103ee86c56d5-%E5%8B%9D%E5%8D%9A%E6%AE%BF
原來上海,2022-08-18 01:45:41,0223965154,臺北市中正區仁愛路一段17號,4.2,https://ifoodie.tw/restaurant/61eab4b27cc7fc51e4a5fe8c-%E5%8E%9F%E4%BE%86%E4%B8%8A%E6%B5%B7
站食可以,2022-08-18 01:45:44,0223676769,台北市中正區羅斯福路三段316巷8弄12-1號,4.5,https://ifoodie.tw/restaurant/5d5f4a2a8c906d0a79a450f7-%E7%AB%99%E9%A3%9F%E5%8F%AF%E4%BB%A5
くら寿司 藏壽司 台北館前店,2022-08-18 01:45:49,0223316029,臺北市中正區館前路12號5樓,4.5,https://ifoodie.tw/restaurant/595fcdd62756dd3949b2e47d-%E3%81%8F%E3%82%89%E5%AF%BF%E5%8F%B8-%E8%97%8F%E5%A3%BD%E5%8F%B8-%E5%8F%B0%E5%8C%97%E9%A4%A8%E5%89%8D%E5%BA%97
